true_label,predicted_label
caring,sentimental
impressed,anticipating
lonely,lonely
angry,disgusted
surprised,excited
lonely,sad
disgusted,disgusted
angry,nostalgic
disgusted,disgusted
sad,sentimental
sentimental,content
confident,anxious
joyful,surprised
caring,impressed
faithful,faithful
annoyed,annoyed
guilty,guilty
excited,excited
disgusted,disgusted
prepared,prepared
sad,nostalgic
surprised,sentimental
jealous,guilty
disappointed,anticipating
surprised,excited
anxious,afraid
hopeful,prepared
furious,angry
excited,confident
afraid,angry
anxious,sad
impressed,nostalgic
anxious,proud
disappointed,angry
angry,lonely
embarrassed,embarrassed
sentimental,grateful
caring,sad
furious,disappointed
proud,embarrassed
furious,grateful
proud,grateful
content,content
anticipating,anxious
terrified,devastated
anticipating,annoyed
grateful,surprised
joyful,excited
sentimental,anticipating
disgusted,disgusted
sentimental,caring
sad,nostalgic
devastated,devastated
proud,trusting
trusting,trusting
joyful,anticipating
grateful,trusting
annoyed,annoyed
surprised,surprised
excited,excited
sentimental,sentimental
sad,devastated
proud,proud
confident,proud
surprised,surprised
annoyed,anxious
disappointed,confident
furious,angry
confident,confident
confident,content
disappointed,sad
annoyed,disappointed
proud,proud
joyful,joyful
excited,caring
embarrassed,disgusted
anxious,apprehensive
sad,sad
nostalgic,nostalgic
caring,faithful
grateful,afraid
terrified,devastated
excited,excited
surprised,surprised
content,content
apprehensive,disappointed
hopeful,hopeful
surprised,surprised
jealous,jealous
prepared,hopeful
annoyed,annoyed
ashamed,guilty
devastated,prepared
apprehensive,caring
prepared,prepared
nostalgic,jealous
angry,annoyed
prepared,hopeful
lonely,lonely
trusting,devastated
apprehensive,excited
impressed,trusting
impressed,jealous
caring,lonely
proud,anticipating
faithful,guilty
proud,trusting
annoyed,lonely
annoyed,embarrassed
angry,annoyed
surprised,surprised
annoyed,annoyed
confident,impressed
trusting,caring
hopeful,hopeful
anticipating,confident
embarrassed,disgusted
lonely,lonely
devastated,sad
ashamed,jealous
devastated,devastated
disgusted,disgusted
surprised,terrified
hopeful,anticipating
devastated,sad
joyful,hopeful
proud,proud
anticipating,confident
anticipating,sad
angry,embarrassed
annoyed,jealous
furious,sad
embarrassed,devastated
jealous,hopeful
joyful,jealous
trusting,anxious
apprehensive,embarrassed
apprehensive,anxious
proud,proud
ashamed,guilty
devastated,devastated
trusting,anxious
angry,disappointed
apprehensive,apprehensive
proud,proud
surprised,impressed
disgusted,ashamed
joyful,excited
grateful,grateful
confident,proud
confident,confident
nostalgic,nostalgic
nostalgic,nostalgic
prepared,prepared
hopeful,anticipating
lonely,lonely
furious,afraid
jealous,jealous
nostalgic,surprised
confident,confident
trusting,sad
proud,impressed
impressed,impressed
surprised,embarrassed
surprised,grateful
ashamed,ashamed
angry,furious
disgusted,disgusted
guilty,embarrassed
sentimental,guilty
sad,caring
surprised,afraid
jealous,jealous
furious,annoyed
terrified,terrified
trusting,jealous
jealous,jealous
caring,caring
afraid,terrified
annoyed,angry
content,content
nostalgic,nostalgic
anxious,anxious
surprised,embarrassed
terrified,anxious
sad,guilty
proud,proud
anxious,terrified
surprised,excited
disgusted,guilty
joyful,content
content,sentimental
confident,confident
angry,disappointed
caring,caring
disgusted,disgusted
grateful,surprised
nostalgic,lonely
disappointed,jealous
proud,disappointed
furious,hopeful
sentimental,jealous
embarrassed,angry
anticipating,angry
ashamed,guilty
afraid,disgusted
anxious,anxious
hopeful,apprehensive
caring,caring
devastated,sad
nostalgic,nostalgic
disappointed,anxious
afraid,annoyed
afraid,terrified
impressed,confident
caring,caring
jealous,jealous
caring,sad
content,jealous
angry,trusting
disappointed,disappointed
annoyed,annoyed
afraid,trusting
afraid,terrified
sad,jealous
sad,sentimental
grateful,content
joyful,joyful
afraid,terrified
disappointed,guilty
nostalgic,sentimental
joyful,surprised
guilty,guilty
terrified,caring
proud,embarrassed
hopeful,anxious
sentimental,impressed
afraid,excited
prepared,prepared
caring,excited
faithful,ashamed
nostalgic,nostalgic
grateful,grateful
ashamed,guilty
excited,excited
prepared,impressed
nostalgic,nostalgic
impressed,impressed
furious,furious
caring,grateful
impressed,terrified
anticipating,anticipating
confident,confident
sad,lonely
annoyed,disappointed
guilty,guilty
sentimental,lonely
content,anticipating
anticipating,excited
disappointed,disappointed
impressed,impressed
jealous,jealous
disappointed,trusting
content,disappointed
anticipating,excited
excited,anticipating
annoyed,angry
annoyed,anticipating
caring,content
proud,content
guilty,guilty
lonely,furious
anxious,excited
disgusted,furious
sentimental,nostalgic
disappointed,disappointed
anxious,terrified
grateful,embarrassed
anxious,excited
disappointed,disappointed
excited,joyful
confident,prepared
afraid,lonely
lonely,surprised
afraid,furious
lonely,sad
caring,proud
impressed,impressed
excited,grateful
faithful,impressed
joyful,surprised
impressed,sentimental
proud,proud
joyful,caring
nostalgic,jealous
trusting,trusting
angry,annoyed
proud,impressed
nostalgic,nostalgic
anticipating,embarrassed
annoyed,terrified
jealous,jealous
guilty,afraid
prepared,prepared
prepared,annoyed
nostalgic,grateful
furious,disappointed
faithful,impressed
anticipating,anticipating
joyful,joyful
sad,embarrassed
grateful,content
terrified,disgusted
sad,devastated
afraid,prepared
furious,disappointed
grateful,surprised
apprehensive,angry
devastated,terrified
disappointed,annoyed
disgusted,disgusted
excited,grateful
excited,impressed
grateful,grateful
anticipating,anticipating
joyful,joyful
impressed,impressed
joyful,confident
surprised,disgusted
hopeful,hopeful
annoyed,annoyed
afraid,terrified
terrified,terrified
excited,anxious
sentimental,sentimental
confident,prepared
disgusted,terrified
surprised,disappointed
embarrassed,embarrassed
impressed,proud
excited,surprised
joyful,proud
grateful,grateful
grateful,proud
sentimental,sentimental
proud,proud
confident,confident
terrified,devastated
surprised,content
joyful,joyful
devastated,disappointed
proud,proud
lonely,lonely
sad,faithful
confident,confident
trusting,hopeful
hopeful,confident
anticipating,impressed
angry,angry
joyful,hopeful
embarrassed,afraid
anticipating,anticipating
impressed,impressed
jealous,jealous
jealous,jealous
joyful,trusting
trusting,caring
hopeful,surprised
disgusted,disgusted
disappointed,disappointed
nostalgic,nostalgic
apprehensive,apprehensive
disappointed,proud
grateful,grateful
excited,excited
anticipating,hopeful
sentimental,joyful
content,content
caring,disgusted
annoyed,jealous
apprehensive,prepared
furious,disappointed
surprised,trusting
embarrassed,embarrassed
afraid,angry
disgusted,proud
disappointed,ashamed
sad,caring
impressed,impressed
embarrassed,embarrassed
excited,anticipating
prepared,confident
grateful,content
joyful,joyful
confident,prepared
joyful,lonely
jealous,annoyed
hopeful,disappointed
lonely,devastated
anticipating,content
annoyed,guilty
content,content
disappointed,joyful
hopeful,hopeful
surprised,surprised
sad,annoyed
surprised,proud
content,excited
impressed,terrified
ashamed,angry
sad,content
impressed,impressed
afraid,sad
anticipating,excited
anticipating,hopeful
devastated,sad
joyful,excited
confident,surprised
impressed,terrified
embarrassed,afraid
joyful,grateful
nostalgic,nostalgic
sentimental,nostalgic
hopeful,guilty
hopeful,anxious
caring,impressed
content,proud
impressed,proud
terrified,terrified
terrified,terrified
proud,proud
faithful,guilty
confident,apprehensive
trusting,trusting
joyful,anticipating
proud,proud
terrified,terrified
sad,sad
surprised,nostalgic
ashamed,guilty
furious,furious
ashamed,ashamed
surprised,excited
terrified,afraid
proud,grateful
disgusted,disgusted
content,content
devastated,anxious
embarrassed,annoyed
caring,caring
afraid,prepared
embarrassed,guilty
grateful,caring
caring,disgusted
impressed,caring
disgusted,lonely
afraid,terrified
impressed,surprised
anticipating,anticipating
devastated,sentimental
nostalgic,nostalgic
surprised,grateful
proud,content
terrified,terrified
embarrassed,disgusted
hopeful,confident
faithful,nostalgic
annoyed,sad
prepared,excited
hopeful,joyful
surprised,excited
surprised,grateful
surprised,surprised
impressed,impressed
disgusted,disgusted
guilty,anticipating
sad,content
hopeful,hopeful
faithful,trusting
proud,excited
sentimental,sentimental
lonely,lonely
hopeful,confident
ashamed,disappointed
sentimental,sad
disgusted,disgusted
joyful,sad
annoyed,lonely
annoyed,angry
annoyed,apprehensive
lonely,caring
angry,disappointed
annoyed,disappointed
jealous,jealous
disappointed,furious
joyful,surprised
sad,anticipating
annoyed,caring
terrified,terrified
excited,excited
prepared,disappointed
surprised,sad
confident,guilty
disappointed,caring
afraid,afraid
hopeful,hopeful
devastated,anxious
surprised,surprised
sentimental,nostalgic
furious,angry
proud,hopeful
furious,furious
annoyed,annoyed
nostalgic,nostalgic
terrified,terrified
guilty,guilty
anxious,confident
hopeful,proud
terrified,terrified
sentimental,caring
grateful,sentimental
sentimental,lonely
faithful,faithful
afraid,terrified
surprised,nostalgic
content,sentimental
annoyed,guilty
caring,content
proud,proud
surprised,jealous
anxious,devastated
grateful,terrified
anxious,angry
disgusted,disgusted
disgusted,disgusted
angry,angry
nostalgic,proud
furious,impressed
disappointed,disappointed
ashamed,guilty
guilty,trusting
sad,sentimental
nostalgic,nostalgic
angry,angry
proud,proud
devastated,devastated
prepared,prepared
grateful,trusting
caring,caring
anxious,hopeful
faithful,faithful
annoyed,disgusted
terrified,terrified
excited,surprised
guilty,ashamed
anxious,disappointed
devastated,disappointed
sentimental,sentimental
grateful,guilty
sad,terrified
ashamed,trusting
ashamed,embarrassed
terrified,anxious
afraid,lonely
anticipating,grateful
embarrassed,trusting
devastated,sad
grateful,confident
afraid,terrified
hopeful,anticipating
impressed,devastated
trusting,jealous
annoyed,prepared
surprised,caring
disappointed,jealous
disgusted,hopeful
proud,proud
annoyed,disappointed
lonely,jealous
furious,angry
anticipating,excited
confident,prepared
lonely,grateful
guilty,guilty
surprised,surprised
sad,disappointed
terrified,terrified
annoyed,angry
annoyed,annoyed
hopeful,guilty
ashamed,embarrassed
confident,proud
impressed,grateful
excited,excited
terrified,impressed
anticipating,anticipating
confident,hopeful
afraid,anticipating
afraid,afraid
sad,disgusted
devastated,devastated
confident,confident
lonely,caring
disgusted,annoyed
trusting,jealous
nostalgic,nostalgic
annoyed,surprised
hopeful,disappointed
anticipating,anticipating
faithful,caring
jealous,angry
content,content
impressed,surprised
excited,excited
surprised,faithful
furious,devastated
sad,lonely
content,content
nostalgic,sentimental
sad,guilty
surprised,surprised
grateful,terrified
surprised,surprised
joyful,devastated
jealous,jealous
disgusted,afraid
jealous,guilty
confident,prepared
proud,impressed
jealous,disappointed
content,proud
ashamed,disappointed
hopeful,excited
excited,anxious
angry,angry
impressed,disgusted
hopeful,jealous
embarrassed,sad
surprised,surprised
anticipating,excited
guilty,anxious
guilty,guilty
grateful,prepared
content,hopeful
proud,hopeful
impressed,impressed
ashamed,lonely
surprised,faithful
caring,grateful
angry,furious
prepared,proud
surprised,grateful
ashamed,guilty
joyful,nostalgic
hopeful,confident
sad,trusting
trusting,proud
content,confident
hopeful,hopeful
disgusted,impressed
disappointed,disappointed
joyful,excited
surprised,confident
sad,surprised
lonely,devastated
excited,anticipating
lonely,lonely
proud,content
trusting,terrified
faithful,faithful
terrified,surprised
terrified,hopeful
angry,annoyed
apprehensive,guilty
furious,furious
lonely,sad
sentimental,sentimental
jealous,confident
embarrassed,guilty
disgusted,ashamed
disappointed,confident
surprised,disgusted
nostalgic,nostalgic
annoyed,furious
surprised,proud
surprised,grateful
proud,grateful
disappointed,lonely
trusting,trusting
impressed,annoyed
disgusted,disgusted
prepared,anxious
furious,disappointed
hopeful,hopeful
hopeful,proud
impressed,jealous
confident,proud
confident,confident
surprised,surprised
lonely,lonely
content,impressed
